"Cylinders","EngineSize","DriveWheels","FuelCostperYear","FuelType","Make","Model","Transmission","UCity","UHighway","VechileClass","Year","Guzzler"
4,2.3,"4-Wheel or All-Wheel Drive",2600,"Premium Gasoline","Mazda","CX-7 4WD","Automatic (S6)",20.5,30.3,"Sport Utility Vehicle - 4WD",2008,NA
6,3.7,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Mazda","CX-9 4WD","Automatic (S6)",18.7,28.6,"Sport Utility Vehicle - 4WD",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2100,"Diesel","Mercedes-Benz","GL320 CDI 4matic","Automatic 7-spd",22.8,33.3,"Sport Utility Vehicle - 4WD",2008,NA
8,4.6,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Mercedes-Benz","GL450 4matic","Automatic 7-spd",16.1,24.4,"Sport Utility Vehicle - 4WD",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2000,"Diesel","Mercedes-Benz","ML320 CDI 4matic","Automatic 7-spd",23.2,33.4,"Sport Utility Vehicle - 4WD",2008,NA
6,3.5,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Mercedes-Benz","ML350 4matic","Automatic 7-spd",18.4,27,"Sport Utility Vehicle - 4WD",2008,NA
8,5.5,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Mercedes-Benz","ML550 4matic","Automatic 7-spd",16.3,24.6,"Sport Utility Vehicle - 4WD",2008,NA
8,6.2,"4-Wheel or All-Wheel Drive",3950,"Premium Gasoline","Mercedes-Benz","ML63 AMG","Automatic (S7)",13,19.9,"Sport Utility Vehicle - 4WD",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2000,"Diesel","Mercedes-Benz","R320 CDI 4matic","Automatic 7-spd",23.1,33.8,"Sport Utility Vehicle - 4WD",2008,NA
6,4.9,"Rear-Wheel Drive",1950,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 4-spd",22,32,"Standard Pickup Trucks",1986,NA
6,3.5,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","Mercedes-Benz","R350 4matic","Automatic 7-spd",18.2,26.8,"Sport Utility Vehicle - 4WD",2008,NA
6,4,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Mercury","Mountaineer 4WD","Automatic 5-spd",16.4557,25.6221,"Sport Utility Vehicle - 4WD",2008,NA
8,4.6,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Mercury","Mountaineer 4WD","Automatic 6-spd",15.5907,25.6377,"Sport Utility Vehicle - 4WD",2008,NA
6,3.4,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Pontiac","Torrent AWD","Automatic 5-spd",20.9,32.9,"Sport Utility Vehicle - 4WD",2008,NA
6,3.6,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Pontiac","Torrent AWD","Automatic (S6)",20.1,33.5,"Sport Utility Vehicle - 4WD",2008,NA
6,4.2,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Saab","9-7X AWD","Automatic 4-spd",17.1,27.4,"Sport Utility Vehicle - 4WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Saab","9-7X AWD","Automatic 4-spd",16.5,26.8,"Sport Utility Vehicle - 4WD",2008,NA
8,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","Saab","9-7X AWD","Automatic 4-spd",14.4,21.4,"Sport Utility Vehicle - 4WD",2008,NA
6,3.6,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Suzuki","XL7 AWD","Automatic (S5)",19.1,29.9,"Sport Utility Vehicle - 4WD",2008,NA
6,4,"4-Wheel or All-Wheel Drive",2300,"Regular Gasoline","Toyota","4Runner 4WD","Automatic 5-spd",19.4744,27.4,"Sport Utility Vehicle - 4WD",2008,NA
8,5,"Rear-Wheel Drive",3050,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 3-spd",15,19,"Standard Pickup Trucks",1986,NA
6,4,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Toyota","FJ Cruiser 4WD","Automatic 5-spd",19.4744,27.4,"Sport Utility Vehicle - 4WD",2008,NA
6,4,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","Toyota","FJ Cruiser 4WD","Manual 6-spd",18,24.7,"Sport Utility Vehicle - 4WD",2008,NA
6,3.5,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Toyota","Highlander 4WD","Automatic (S5)",21.2,31.3,"Sport Utility Vehicle - 4WD",2008,NA
6,3.2,"4-Wheel or All-Wheel Drive",2800,"Premium Gasoline","Volvo","XC70 AWD","Automatic (S6)",18.2,30,"Sport Utility Vehicle - 4WD",2008,NA
6,3.2,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","Volvo","XC90 AWD","Automatic (S6)",17.2992,27.2992,"Sport Utility Vehicle - 4WD",2008,NA
8,4.4,"4-Wheel or All-Wheel Drive",3150,"Premium Gasoline","Volvo","XC90 AWD","Automatic (S6)",16.0998,26.1997,"Sport Utility Vehicle - 4WD",2008,NA
6,3.5,"Front-Wheel Drive",1800,"Regular Gasoline","Chevrolet","Impala","Automatic 4-spd",22.6,40.7,"Large Cars",2008,NA
6,3.9,"Front-Wheel Drive",1900,"Regular Gasoline","Chevrolet","Impala","Automatic 4-spd",22.7,38.7,"Large Cars",2008,NA
8,5.3,"Rear-Wheel Drive",2300,"Regular Gasoline","Chevrolet","Silverado C15 2WD","Automatic 4-spd",18.0941,27.648,"Standard Pickup Trucks 2WD",2008,NA
8,5.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Sierra C15 2WD","Automatic 4-spd",18.1045,27.6532,"Standard Pickup Trucks 2WD",2008,NA
6,3.4,"Rear-Wheel Drive",2450,"Regular Gasoline","BMW","7 Series","Automatic 4-spd",17.7778,27,"Compact Cars",1985,NA
8,5,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 4-spd",16.6667,24,"Standard Pickup Trucks",1986,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Silverado K15 4WD","Automatic 4-spd",17.331,26.2255,"Standard Pickup Trucks 4WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","GMC","Sierra K15 4WD","Automatic 4-spd",17.306,26.2142,"Standard Pickup Trucks 4WD",2008,NA
8,5.3,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Express 1500/2500 2WD","Automatic 4-spd",15.3,22.2,"Vans, Passenger Type",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Express 1500 AWD","Automatic 4-spd",15.3,22.1,"Vans, Passenger Type",2008,NA
8,5.3,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Savana 1500/2500 2WD (Passenger)","Automatic 4-spd",15.3,22.2,"Vans, Passenger Type",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","GMC","Savana 1500 AWD (Passenger)","Automatic 4-spd",15.3,22.1,"Vans, Passenger Type",2008,NA
8,5.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Avalanche 1500 2WD","Automatic 4-spd",17.5,27.6,"Sport Utility Vehicle - 2WD",2008,NA
8,5.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Suburban 1500 2WD","Automatic 4-spd",17.5,27.6,"Sport Utility Vehicle - 2WD",2008,NA
8,5.3,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Tahoe 1500 2WD","Automatic 4-spd",17.5,27.6,"Sport Utility Vehicle - 2WD",2008,NA
8,5.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Yukon 1500 2WD","Automatic 4-spd",17.5,27.6,"Sport Utility Vehicle - 2WD",2008,NA
8,5,"Rear-Wheel Drive",2450,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 4-spd",18,27,"Standard Pickup Trucks",1986,NA
8,5.3,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Yukon XL 1500 2WD","Automatic 4-spd",17.5,27.6,"Sport Utility Vehicle - 2WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Avalanche 1500 4WD","Automatic 4-spd",17,26.6,"Sport Utility Vehicle - 4WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Suburban 1500 4WD","Automatic 4-spd",17,26.6,"Sport Utility Vehicle - 4WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","Chevrolet","Tahoe 1500 4WD","Automatic 4-spd",17,26.6,"Sport Utility Vehicle - 4WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","GMC","Yukon 1500 4WD","Automatic 4-spd",17,26.6,"Sport Utility Vehicle - 4WD",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2450,"Regular Gasoline","GMC","Yukon XL 1500 4WD","Automatic 4-spd",17,26.6,"Sport Utility Vehicle - 4WD",2008,NA
8,4.7,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Jeep","Commander 4WD","Automatic 5-spd",16.7,25.6,"Sport Utility Vehicle - 4WD",2008,NA
8,4.7,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Jeep","Grand Cherokee 4WD","Automatic 5-spd",16.7,25.6,"Sport Utility Vehicle - 4WD",2008,NA
8,5.3,"Rear-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Van 15/25 2WD Conversion","Automatic 4-spd",15.3,22.2,"Vans, Cargo Type",2008,NA
8,5.3,"Rear-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Van 1500/2500 2WD","Automatic 4-spd",16.9,24.3,"Vans, Cargo Type",2008,NA
8,5,"Rear-Wheel Drive",3050,"Regular Gasoline","Ford","F150 Pickup 2WD","Manual 4-spd",16,19,"Standard Pickup Trucks",1986,NA
8,5.3,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","Chevrolet","Van 1500 AWD Conversion","Automatic 4-spd",15.3,22.1,"Vans, Cargo Type",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","Chevrolet","Van 1500/2500 AWD","Automatic 4-spd",16.6,23.4,"Vans, Cargo Type",2008,NA
8,5.3,"Rear-Wheel Drive",2800,"Regular Gasoline","GMC","Savana 15/25 2WD Conversion (cargo)","Automatic 4-spd",15.3,22.2,"Vans, Cargo Type",2008,NA
8,5.3,"Rear-Wheel Drive",2650,"Regular Gasoline","GMC","Savana 1500/2500 2WD (cargo)","Automatic 4-spd",16.9,24.3,"Vans, Cargo Type",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2800,"Regular Gasoline","GMC","Savana 1500  AWD Conversion (cargo)","Automatic 4-spd",15.3,22.1,"Vans, Cargo Type",2008,NA
8,5.3,"4-Wheel or All-Wheel Drive",2650,"Regular Gasoline","GMC","Savana 1500/2500 AWD (cargo)","Automatic 4-spd",16.6,23.4,"Vans, Cargo Type",2008,NA
8,4.7,"Rear-Wheel Drive",2650,"Regular Gasoline","Jeep","Commander 2WD","Automatic 5-spd",16.7,25.6,"Sport Utility Vehicle - 2WD",2008,NA
8,4.7,"Rear-Wheel Drive",2650,"Regular Gasoline","Jeep","Grand Cherokee 2WD","Automatic 5-spd",16.7,25.6,"Sport Utility Vehicle - 2WD",2008,NA
4,2,"Front-Wheel Drive",1500,"Regular Gasoline","Suzuki","SX4 Sedan","Automatic 4-spd",29.2,42.9,"Compact Cars",2008,NA
4,2,"Front-Wheel Drive",1600,"Regular Gasoline","Suzuki","SX4 Sedan","Manual 5-spd",28.5,42.3,"Compact Cars",2008,NA
8,5.8,"Rear-Wheel Drive",3300,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic 3-spd",13.3333,19,"Standard Pickup Trucks",1986,NA
4,2,"Front-Wheel Drive",1600,"Regular Gasoline","Suzuki","SX4","Automatic 4-spd",28.4,41.7,"Small Station Wagons",2008,NA
4,2,"Front-Wheel Drive",1600,"Regular Gasoline","Suzuki","SX4","Manual 5-spd",27.9911,41.5882,"Small Station Wagons",2008,NA
4,2,"4-Wheel or All-Wheel Drive",1650,"Regular Gasoline","Suzuki","SX4 AWD","Automatic 4-spd",26.5317,39,"Small Station Wagons",2008,NA
4,2,"4-Wheel or All-Wheel Drive",1700,"Regular Gasoline","Suzuki","SX4 AWD","Manual 5-spd",26.3,38.8,"Small Station Wagons",2008,NA
6,2.7,"Rear-Wheel Drive",2100,"Regular Gasoline","Suzuki","Grand Vitara","Automatic 5-spd",21.3,31.2,"Sport Utility Vehicle - 2WD",2008,NA
6,2.7,"Rear-Wheel Drive",2200,"Regular Gasoline","Suzuki","Grand Vitara","Manual 5-spd",20.3,30,"Sport Utility Vehicle - 2WD",2008,NA
6,2.7,"4-Wheel or All-Wheel Drive",2100,"Regular Gasoline","Suzuki","Grand Vitara AWD","Automatic 5-spd",21.1,29.7,"Sport Utility Vehicle - 4WD",2008,NA
6,2.7,"4-Wheel or All-Wheel Drive",2200,"Regular Gasoline","Suzuki","Grand Vitara AWD","Manual 5-spd",20.1,29.2,"Sport Utility Vehicle - 4WD",2008,NA
8,5.5,"Rear-Wheel Drive",2800,"Premium Gasoline","Mercedes-Benz","CLK550","Automatic 7-spd",18.2,30.3,"Subcompact Cars",2008,NA
6,4.9,"Rear-Wheel Drive",2650,"Regular Gasoline","Ford","F250 Pickup 2WD","Automatic 3-spd",17.7778,23,"Standard Pickup Trucks",1986,NA
8,5.5,"Rear-Wheel Drive",2800,"Premium Gasoline","Mercedes-Benz","CLK550 (Cabriolet)","Automatic 7-spd",18,29.5,"Subcompact Cars",2008,NA
8,4.3,"Rear-Wheel Drive",3150,"Premium Gasoline","Aston Martin","V8 Vantage","Manual 6-spd",15.2,25.7,"Two Seaters",2008,NA
8,4.3,"Rear-Wheel Drive",3150,"Premium Gasoline","Aston Martin","V8 Vantage","Automatic (S6)",16.1945,27.4018,"Two Seaters",2008,NA
6,3,"Rear-Wheel Drive",2250,"Premium Gasoline","BMW","Z4 3.0i","Manual 6-spd",22.5585,38.8792,"Two Seaters",2008,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","BMW","Z4 3.0i","Automatic (S6)",23.277,39.6485,"Two Seaters",2008,NA
6,3,"Rear-Wheel Drive",2250,"Premium Gasoline","BMW","Z4 3.0si","Manual 6-spd",22.5585,38.8792,"Two Seaters",2008,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","BMW","Z4 3.0si","Automatic (S6)",23.277,39.6485,"Two Seaters",2008,NA
6,3,"Rear-Wheel Drive",2250,"Premium Gasoline","BMW","Z4 Coupe","Manual 6-spd",22.5585,38.8792,"Two Seaters",2008,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","BMW","Z4 Coupe","Automatic (S6)",23.277,39.6485,"Two Seaters",2008,NA
6,4.9,"Rear-Wheel Drive",2450,"Regular Gasoline","Ford","F250 Pickup 2WD","Manual 4-spd",18.8889,23,"Standard Pickup Trucks",1986,NA
6,3.2,"Rear-Wheel Drive",2600,"Premium Gasoline","BMW","Z4 M Coupe","Manual 6-spd",19.2,31.9,"Two Seaters",2008,NA
6,3.2,"Rear-Wheel Drive",2600,"Premium Gasoline","BMW","Z4 M Roadster","Manual 6-spd",19.2,31.9,"Two Seaters",2008,NA
10,8.4,"Rear-Wheel Drive",2950,"Premium Gasoline","Dodge","Viper Convertible","Manual 6-spd",15.6,30,"Two Seaters",2008,NA
10,8.4,"Rear-Wheel Drive",2950,"Premium Gasoline","Dodge","Viper Coupe","Manual 6-spd",15.6,30,"Two Seaters",2008,NA
8,4.3,"Rear-Wheel Drive",3650,"Premium Gasoline","Ferrari","F430","Automatic 6-spd",13.7498,22.4,"Two Seaters",2008,NA
8,4.3,"Rear-Wheel Drive",3650,"Premium Gasoline","Ferrari","F430","Manual 6-spd",13.8,22.2,"Two Seaters",2008,NA
12,5.9,"Rear-Wheel Drive",3950,"Premium Gasoline","Ferrari","599 GTB Fiorano","Automatic 6-spd",12.9992,20.9995,"Two Seaters",2008,NA
12,5.9,"Rear-Wheel Drive",3950,"Premium Gasoline","Ferrari","599 GTB Fiorano","Manual 6-spd",13.2,21.1,"Two Seaters",2008,NA
4,2.2,"Rear-Wheel Drive",2250,"Premium Gasoline","Honda","S2000","Manual 6-spd",22.2,33.1,"Two Seaters",2008,NA
4,1.8,"Rear-Wheel Drive",1700,"Regular Gasoline","Lotus","Elise/Exige","Manual 6-spd",26.5,37.6,"Two Seaters",2008,NA
8,5,"Rear-Wheel Drive",2800,"Regular Gasoline","Ford","F250 Pickup 2WD","Automatic 4-spd",16,23,"Standard Pickup Trucks",1986,NA
4,1.8,"Rear-Wheel Drive",1800,"Regular Gasoline","Lotus","Elise/Exige","Manual 6-spd",25.2,37,"Two Seaters",2008,NA
6,3.5,"Rear-Wheel Drive",2350,"Premium Gasoline","Nissan","350z","Manual 6-spd",22.2,34.7,"Two Seaters",2008,NA
6,3.5,"Rear-Wheel Drive",2350,"Premium Gasoline","Nissan","350z","Automatic (S5)",21.4963,32.9853,"Two Seaters",2008,NA
6,3.5,"Rear-Wheel Drive",2350,"Premium Gasoline","Nissan","350z Roadster","Manual 6-spd",21.6,33.8,"Two Seaters",2008,NA
6,3.5,"Rear-Wheel Drive",2500,"Premium Gasoline","Nissan","350z Roadster","Automatic (S5)",20.8,32.5,"Two Seaters",2008,NA
12,5.9,"Rear-Wheel Drive",3950,"Premium Gasoline","Aston Martin","DB9 Coupe","Manual 6-spd",12.5,22.5,"Minicompact Cars",2008,NA
12,5.9,"Rear-Wheel Drive",3650,"Premium Gasoline","Aston Martin","DB9 Coupe","Automatic (S6)",13.6,24.4,"Minicompact Cars",2008,NA
12,5.9,"Rear-Wheel Drive",3950,"Premium Gasoline","Aston Martin","DB9 Volante","Manual 6-spd",12.5,22.5,"Minicompact Cars",2008,NA
12,5.9,"Rear-Wheel Drive",3650,"Premium Gasoline","Aston Martin","DB9 Volante","Automatic (S6)",13.9,23.4,"Minicompact Cars",2008,NA
8,4.3,"Rear-Wheel Drive",2500,"Premium Gasoline","Lexus","SC 430","Automatic (S6)",20.2995,31.6,"Minicompact Cars",2008,NA
8,5,"Rear-Wheel Drive",3050,"Regular Gasoline","Ford","F250 Pickup 2WD","Manual 4-spd",15,19.2308,"Standard Pickup Trucks",1986,NA
4,1.6,"Front-Wheel Drive",1900,"Premium Gasoline","MINI","Cooper Convertible","Automatic (variable gear ratios)",28.3,41.9,"Minicompact Cars",2008,NA
4,1.6,"Front-Wheel Drive",1800,"Premium Gasoline","MINI","Cooper Convertible","Manual 5-spd",28.9,44.9,"Minicompact Cars",2008,NA
4,1.6,"Front-Wheel Drive",1950,"Premium Gasoline","MINI","Cooper S Convertible","Manual 6-spd",26.6365,40.2563,"Minicompact Cars",2008,NA
4,1.6,"Front-Wheel Drive",2050,"Premium Gasoline","MINI","Cooper S Convertible","Automatic (S6)",24.558,40.2747,"Minicompact Cars",2008,NA
8,4.2,"4-Wheel or All-Wheel Drive",3400,"Premium Gasoline","Audi","RS4 Cabriolet","Manual 6-spd",14.8,26,"Subcompact Cars",2008,NA
8,4.2,"4-Wheel or All-Wheel Drive",2950,"Premium Gasoline","Audi","S5","Manual 6-spd",17.3,29.3,"Subcompact Cars",2008,NA
12,6,"4-Wheel or All-Wheel Drive",3950,"Premium Gasoline","Bentley","Continental GTC","Automatic (S6)",12.4969,23.2298,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2250,"Premium Gasoline","BMW","328ci","Manual 6-spd",22.5585,38.8792,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","BMW","328ci","Automatic (S6)",23.277,39.6485,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","328ci Convertible","Manual 6-spd",21.2906,37.1716,"Subcompact Cars",2008,NA
8,5.8,"Rear-Wheel Drive",3300,"Regular Gasoline","Ford","F250 Pickup 2WD","Automatic 3-spd",13.3333,19,"Standard Pickup Trucks",1986,NA
6,3,"Rear-Wheel Drive",2250,"Premium Gasoline","BMW","328ci Convertible","Automatic (S6)",22.5502,38.0979,"Subcompact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2350,"Premium Gasoline","BMW","328cxi","Manual 6-spd",20.7612,35.2733,"Subcompact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2350,"Premium Gasoline","BMW","328cxi","Automatic (S6)",21.7672,35.2164,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","335ci","Manual 6-spd",20.9933,35.9952,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","335ci","Automatic (S6)",21.7412,36.2321,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","335ci Convertible","Manual 6-spd",20.9933,35.9952,"Subcompact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","335ci Convertible","Automatic (S6)",21.7412,36.2321,"Subcompact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2500,"Premium Gasoline","BMW","335cxi","Manual 6-spd",20.5496,34.2236,"Subcompact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2350,"Premium Gasoline","BMW","335cxi","Automatic (S6)",21.0379,34.606,"Subcompact Cars",2008,NA
8,4.8,"Rear-Wheel Drive",2600,"Premium Gasoline","BMW","650ci","Manual 6-spd",18.714,30.6951,"Subcompact Cars",2008,NA
6,4.3,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Caballero Pickup 2WD","Automatic 3-spd",19,26.9231,"Standard Pickup Trucks",1986,NA
8,4.8,"Rear-Wheel Drive",2600,"Premium Gasoline","BMW","650ci","Automatic (S6)",19.0711,31.466,"Subcompact Cars",2008,NA
8,4.8,"Rear-Wheel Drive",2950,"Premium Gasoline","BMW","650ci Convertible","Manual 6-spd",17.4,28.8,"Subcompact Cars",2008,NA
8,4.8,"Rear-Wheel Drive",2600,"Premium Gasoline","BMW","650ci Convertible","Automatic (S6)",18.9,31.9,"Subcompact Cars",2008,NA
10,5,"Rear-Wheel Drive",3650,"Premium Gasoline","BMW","M6","Manual 6-spd",13.1261,23.2779,"Subcompact Cars",2008,NA
10,5,"Rear-Wheel Drive",3650,"Premium Gasoline","BMW","M6","Automatic (S7)",13.0847,23.6701,"Subcompact Cars",2008,NA
10,5,"Rear-Wheel Drive",3650,"Premium Gasoline","BMW","M6 Convertible","Manual 6-spd",12.9,23.7,"Subcompact Cars",2008,NA
10,5,"Rear-Wheel Drive",3650,"Premium Gasoline","BMW","M6 Convertible","Automatic (S7)",12.9504,24.0505,"Subcompact Cars",2008,NA
4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Nissan","Altima Coupe","Automatic (variable gear ratios)",29.3254,43.3253,"Subcompact Cars",2008,NA
4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Nissan","Altima Coupe","Manual 6-spd",29.3544,45.4439,"Subcompact Cars",2008,NA
6,3.5,"Front-Wheel Drive",2150,"Premium Gasoline","Nissan","Altima Coupe","Automatic (variable gear ratios)",24.4,35.6,"Subcompact Cars",2008,NA
6,3.4,"Rear-Wheel Drive",2450,"Regular Gasoline","BMW","7 Series","Manual 5-spd",17,26,"Compact Cars",1985,TRUE
6,4.3,"Rear-Wheel Drive",2200,"Regular Gasoline","GMC","Caballero Pickup 2WD","Automatic 4-spd",19,31,"Standard Pickup Trucks",1986,NA
6,3.5,"Front-Wheel Drive",2150,"Premium Gasoline","Nissan","Altima Coupe","Manual 6-spd",23.3,37.8,"Subcompact Cars",2008,NA
4,2.2,"Front-Wheel Drive",1500,"Regular Gasoline","Pontiac","G5/Pursuit","Automatic 4-spd",28.5,43.4,"Subcompact Cars",2008,NA
4,2.2,"Front-Wheel Drive",1450,"Regular Gasoline","Pontiac","G5/Pursuit","Manual 5-spd",30.4,46.3,"Subcompact Cars",2008,NA
4,2.4,"Front-Wheel Drive",1900,"Premium Gasoline","Pontiac","G5/Pursuit","Automatic 4-spd",27.9,43.1,"Subcompact Cars",2008,NA
4,2,"Front-Wheel Drive",2150,"Premium Gasoline","Saab","9-3 Convertible","Manual 6-spd",23.1,38.3,"Subcompact Cars",2008,NA
6,2.8,"Front-Wheel Drive",2500,"Premium Gasoline","Saab","9-3 Convertible","Manual 6-spd",19.7,36,"Subcompact Cars",2008,NA
6,2.8,"Front-Wheel Drive",2600,"Premium Gasoline","Saab","9-3 Convertible","Automatic (S6)",18.0319,33.009,"Subcompact Cars",2008,NA
4,1.5,"Front-Wheel Drive",1250,"Regular Gasoline","Toyota","Yaris","Automatic 4-spd",37.6644,49.649,"Subcompact Cars",2008,NA
4,1.5,"Front-Wheel Drive",1250,"Regular Gasoline","Toyota","Yaris","Manual 5-spd",37.7675,51.0192,"Subcompact Cars",2008,NA
12,6,"4-Wheel or All-Wheel Drive",3650,"Premium Gasoline","Bentley","Continental GT","Automatic (S6)",12.8,23.8,"Compact Cars",2008,NA
8,5,"Rear-Wheel Drive",2450,"Regular Gasoline","GMC","Caballero Pickup 2WD","Automatic 3-spd",18,24.359,"Standard Pickup Trucks",1986,NA
6,3,"Rear-Wheel Drive",2250,"Premium Gasoline","BMW","328i","Manual 6-spd",22.5585,38.8792,"Compact Cars",2008,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","BMW","328i","Automatic (S6)",23.277,39.6485,"Compact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2350,"Premium Gasoline","BMW","328xi","Manual 6-spd",20.7612,35.2733,"Compact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2350,"Premium Gasoline","BMW","328xi","Automatic (S6)",21.7672,35.2164,"Compact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","335i","Manual 6-spd",20.9933,35.9952,"Compact Cars",2008,NA
6,3,"Rear-Wheel Drive",2350,"Premium Gasoline","BMW","335i","Automatic (S6)",21.7412,36.2321,"Compact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2500,"Premium Gasoline","BMW","335xi","Manual 6-spd",20.5496,34.2236,"Compact Cars",2008,NA
6,3,"4-Wheel or All-Wheel Drive",2350,"Premium Gasoline","BMW","335xi","Automatic (S6)",21.0379,34.606,"Compact Cars",2008,NA
4,1.8,"Front-Wheel Drive",1500,"Regular Gasoline","Dodge","Caliber","Manual 5-spd",30.6906,40.6284,"Small Station Wagons",2008,NA
4,2,"Front-Wheel Drive",1650,"Regular Gasoline","Dodge","Caliber","Automatic (variable gear ratios)",28.8945,38,"Small Station Wagons",2008,NA
8,5,"Rear-Wheel Drive",2300,"Regular Gasoline","GMC","Caballero Pickup 2WD","Automatic 4-spd",19,29,"Standard Pickup Trucks",1986,NA
4,2.4,"Front-Wheel Drive",1700,"Regular Gasoline","Dodge","Caliber","Automatic (variable gear ratios)",27.1,35.3,"Small Station Wagons",2008,NA
4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Dodge","Caliber","Manual 5-spd",29.6,40.1,"Small Station Wagons",2008,NA
4,2.4,"4-Wheel or All-Wheel Drive",1800,"Regular Gasoline","Dodge","Caliber AWD","Automatic (variable gear ratios)",26.3,33.6,"Small Station Wagons",2008,NA
4,2,"Front-Wheel Drive",1400,"Regular Gasoline","Ford","Focus","Automatic 4-spd",31.083,46.6144,"Compact Cars",2008,NA
